train_id,source,destination,travel_class,quota,current_wl,days_to_journey,day_of_week,is_weekend,historical_confirmation_rate,historical_cancellation_rate,confirmed
12840,Chennai,Howrah,3A,TQ,49,20,6,1,0.878,0.178,0
12621,Chennai,New Delhi,SL,GN,6,30,6,1,0.793,0.259,1
12840,Chennai,Howrah,2A,GN,17,7,5,1,0.652,0.174,1
12839,Howrah,Chennai,SL,GN,18,21,0,0,0.875,0.235,1
12622,New Delhi,Chennai,2A,GN,5,20,0,0,0.622,0.241,1
12622,New Delhi,Chennai,2A,TQ,47,8,6,1,0.866,0.19,0
12951,Mumbai,Delhi,2A,GN,3,5,4,0,0.88,0.307,1
12622,New Delhi,Chennai,CC,GN,37,8,2,0,0.713,0.324,0
12952,Delhi,Mumbai,2A,GN,42,29,6,1,0.715,0.041,1
12622,New Delhi,Chennai,3A,GN,13,9,1,0,0.675,0.239,1
12840,Chennai,Howrah,3A,GN,11,23,2,0,0.765,0.115,1
12621,Chennai,New Delhi,3A,GN,44,5,0,0,0.764,0.145,0
12952,Delhi,Mumbai,2A,GN,27,20,0,0,0.833,0.149,1
12839,Howrah,Chennai,2A,TQ,20,25,4,0,0.735,0.192,1
12007,Chennai,Bengaluru,2A,GN,17,28,3,0,0.877,0.242,1
12839,Howrah,Chennai,SL,GN,12,18,0,0,0.84,0.169,0
12007,Chennai,Bengaluru,3A,GN,14,14,0,0,0.791,0.213,1
12007,Chennai,Bengaluru,CC,GN,19,15,3,0,0.711,0.235,1
12008,Bengaluru,Chennai,SL,GN,58,4,0,0,0.741,0.144,0
12951,Mumbai,Delhi,CC,GN,55,20,2,0,0.762,0.29,1
12008,Bengaluru,Chennai,CC,GN,30,24,2,0,0.901,0.147,1
12622,New Delhi,Chennai,2A,TQ,41,15,3,0,0.78,0.19,0
12952,Delhi,Mumbai,2A,GN,48,22,0,0,0.786,0.161,0
12839,Howrah,Chennai,SL,GN,53,18,4,0,0.716,0.185,0
12840,Chennai,Howrah,CC,GN,44,25,2,0,0.788,0.147,0
12839,Howrah,Chennai,SL,GN,20,13,4,0,0.76,0.151,0
12622,New Delhi,Chennai,2A,GN,39,6,2,0,0.877,0.064,1
12622,New Delhi,Chennai,2A,GN,50,4,4,0,0.844,0.157,0
12951,Mumbai,Delhi,2A,GN,16,26,5,1,0.865,0.075,1
12839,Howrah,Chennai,2A,GN,46,9,6,1,0.616,0.161,0
12008,Bengaluru,Chennai,SL,TQ,39,8,5,1,0.74,0.203,0
12621,Chennai,New Delhi,3A,GN,47,14,0,0,0.82,0.131,0
12622,New Delhi,Chennai,SL,GN,51,7,4,0,0.771,0.125,0
12840,Chennai,Howrah,3A,GN,13,26,1,0,0.727,0.153,1
12840,Chennai,Howrah,2A,GN,49,4,2,0,0.654,0.184,0
12007,Chennai,Bengaluru,SL,TQ,53,16,6,1,0.719,0.155,0
12952,Delhi,Mumbai,SL,GN,44,6,3,0,0.589,0.195,0
12008,Bengaluru,Chennai,SL,GN,60,6,6,1,0.62,0.122,0
12622,New Delhi,Chennai,2A,GN,49,20,0,0,0.83,0.167,1
12008,Bengaluru,Chennai,2A,GN,46,20,2,0,0.961,0.295,1
12622,New Delhi,Chennai,2A,TQ,20,8,2,0,0.782,0.19,0
12007,Chennai,Bengaluru,CC,GN,32,2,1,0,0.732,0.237,0
12839,Howrah,Chennai,CC,GN,17,20,4,0,0.763,0.093,1
12839,Howrah,Chennai,2A,GN,4,19,4,0,0.629,0.141,1
12951,Mumbai,Delhi,3A,GN,45,10,1,0,0.963,0.17,1
12621,Chennai,New Delhi,SL,TQ,54,15,5,1,0.791,0.256,0
12622,New Delhi,Chennai,SL,TQ,36,20,1,0,0.688,0.148,0
12840,Chennai,Howrah,CC,TQ,58,17,5,1,0.634,0.189,0
12007,Chennai,Bengaluru,3A,GN,28,25,0,0,0.817,0.191,1
12951,Mumbai,Delhi,SL,GN,57,16,1,0,0.803,0.262,0
12951,Mumbai,Delhi,SL,GN,26,26,1,0,0.851,0.187,1
12839,Howrah,Chennai,CC,GN,54,9,5,1,0.716,0.137,0
12839,Howrah,Chennai,3A,GN,59,13,6,1,0.874,0.163,0
12840,Chennai,Howrah,CC,TQ,60,10,1,0,0.796,0.194,0
12951,Mumbai,Delhi,CC,GN,1,17,6,1,0.763,0.167,1
12621,Chennai,New Delhi,SL,GN,50,15,6,1,0.807,0.171,0
12840,Chennai,Howrah,3A,GN,1,10,4,0,0.718,0.163,1
12952,Delhi,Mumbai,CC,GN,16,5,1,0,0.84,0.278,1
12621,Chennai,New Delhi,SL,GN,27,20,0,0,0.712,0.191,1
12622,New Delhi,Chennai,CC,TQ,41,21,0,0,0.869,0.113,0
12951,Mumbai,Delhi,SL,GN,19,21,4,0,0.88,0.173,1
12007,Chennai,Bengaluru,SL,GN,7,17,0,0,0.936,0.178,1
12007,Chennai,Bengaluru,CC,GN,44,10,5,1,0.835,0.18,0
12952,Delhi,Mumbai,3A,GN,46,9,3,0,0.499,0.207,0
12951,Mumbai,Delhi,3A,GN,60,14,4,0,0.901,0.161,0
12951,Mumbai,Delhi,2A,TQ,34,12,2,0,0.908,0.139,0
12008,Bengaluru,Chennai,SL,GN,11,3,6,1,0.851,0.113,0
12951,Mumbai,Delhi,2A,TQ,58,9,1,0,0.734,0.18,0
12007,Chennai,Bengaluru,2A,GN,53,18,5,1,0.898,0.041,0
12840,Chennai,Howrah,SL,GN,49,19,4,0,0.873,0.195,0
12007,Chennai,Bengaluru,2A,GN,29,11,4,0,0.713,0.13,1
12951,Mumbai,Delhi,CC,GN,25,24,0,0,0.909,0.161,0
12951,Mumbai,Delhi,3A,GN,17,7,3,0,0.664,0.24,0
12621,Chennai,New Delhi,3A,TQ,45,19,1,0,0.76,0.129,0
12622,New Delhi,Chennai,SL,GN,58,29,4,0,0.794,0.269,0
12840,Chennai,Howrah,3A,GN,57,19,6,1,0.915,0.209,0
12840,Chennai,Howrah,SL,GN,11,23,2,0,0.955,0.273,1
12621,Chennai,New Delhi,CC,GN,10,7,3,0,0.63,0.231,0
12007,Chennai,Bengaluru,CC,GN,35,23,1,0,0.871,0.138,1
12621,Chennai,New Delhi,CC,GN,32,29,6,1,0.793,0.137,1
12952,Delhi,Mumbai,2A,TQ,11,17,1,0,0.779,0.152,1
12621,Chennai,New Delhi,2A,GN,28,25,3,0,0.752,0.254,1
12621,Chennai,New Delhi,SL,GN,11,30,5,1,0.798,0.162,1
12951,Mumbai,Delhi,3A,GN,22,11,2,0,0.745,0.231,0
12622,New Delhi,Chennai,SL,GN,31,8,3,0,0.7,0.194,1
12621,Chennai,New Delhi,2A,GN,15,4,0,0,0.746,0.243,0
12621,Chennai,New Delhi,SL,GN,42,19,6,1,0.866,0.197,1
12008,Bengaluru,Chennai,2A,TQ,43,20,1,0,0.803,0.186,0
12839,Howrah,Chennai,2A,GN,31,4,3,0,0.8,0.194,1
12839,Howrah,Chennai,SL,GN,7,19,3,0,0.939,0.139,1
12622,New Delhi,Chennai,CC,GN,59,10,3,0,0.837,0.141,0
12952,Delhi,Mumbai,CC,GN,54,15,0,0,0.891,0.22,1
12007,Chennai,Bengaluru,3A,GN,31,7,0,0,0.612,0.246,0
12951,Mumbai,Delhi,SL,GN,55,6,1,0,0.608,0.197,0
12622,New Delhi,Chennai,3A,GN,9,7,5,1,0.767,0.166,0
12008,Bengaluru,Chennai,CC,GN,3,2,2,0,0.98,0.131,1
12622,New Delhi,Chennai,3A,GN,51,4,5,1,0.576,0.197,0
12621,Chennai,New Delhi,2A,GN,50,1,2,0,0.966,0.056,0
12007,Chennai,Bengaluru,CC,GN,47,12,2,0,0.858,0.159,0
12952,Delhi,Mumbai,SL,TQ,14,6,0,0,0.707,0.247,0
12951,Mumbai,Delhi,3A,TQ,56,10,6,1,0.966,0.228,0
12951,Mumbai,Delhi,SL,GN,22,7,0,0,0.786,0.161,0
12621,Chennai,New Delhi,2A,GN,45,4,0,0,0.75,0.189,0
12951,Mumbai,Delhi,CC,GN,14,17,4,0,0.797,0.138,1
12008,Bengaluru,Chennai,3A,GN,31,11,5,1,0.833,0.125,0
12622,New Delhi,Chennai,SL,GN,26,8,2,0,0.807,0.135,0
12840,Chennai,Howrah,CC,GN,1,28,5,1,0.942,0.292,1
12951,Mumbai,Delhi,CC,GN,5,30,0,0,0.817,0.197,1
12840,Chennai,Howrah,3A,GN,20,18,1,0,0.852,0.234,1
12840,Chennai,Howrah,SL,GN,31,3,0,0,0.69,0.168,0
12840,Chennai,Howrah,2A,GN,23,15,1,0,0.873,0.251,0
12621,Chennai,New Delhi,2A,GN,11,22,1,0,0.98,0.184,1
12007,Chennai,Bengaluru,SL,GN,46,6,5,1,0.85,0.302,1
12839,Howrah,Chennai,2A,TQ,1,25,2,0,0.75,0.217,1
12839,Howrah,Chennai,CC,TQ,27,13,5,1,0.626,0.24,0
12840,Chennai,Howrah,CC,GN,55,23,2,0,0.673,0.112,0
12621,Chennai,New Delhi,3A,TQ,38,29,1,0,0.848,0.19,1
12621,Chennai,New Delhi,3A,TQ,2,8,4,0,0.778,0.161,0
12840,Chennai,Howrah,CC,GN,50,19,5,1,0.844,0.211,0
12839,Howrah,Chennai,SL,GN,42,27,0,0,0.829,0.275,0
12951,Mumbai,Delhi,2A,GN,37,9,0,0,0.765,0.244,1
12008,Bengaluru,Chennai,3A,GN,1,30,4,0,0.758,0.221,1
12621,Chennai,New Delhi,2A,TQ,10,8,3,0,0.767,0.247,1
12621,Chennai,New Delhi,CC,GN,53,29,5,1,0.697,0.221,0
12839,Howrah,Chennai,2A,GN,39,15,5,1,0.673,0.173,0
12621,Chennai,New Delhi,2A,TQ,38,1,5,1,0.854,0.135,0
12007,Chennai,Bengaluru,CC,GN,44,2,1,0,0.863,0.112,0
12952,Delhi,Mumbai,CC,GN,25,4,5,1,0.778,0.187,0
12008,Bengaluru,Chennai,2A,GN,15,26,2,0,0.678,0.154,0
12840,Chennai,Howrah,3A,GN,27,4,6,1,0.652,0.206,0
12622,New Delhi,Chennai,3A,GN,41,1,0,0,0.795,0.198,0
12622,New Delhi,Chennai,SL,GN,21,10,0,0,0.785,0.229,1
12622,New Delhi,Chennai,SL,GN,60,28,3,0,0.754,0.159,0
12840,Chennai,Howrah,2A,GN,48,20,5,1,0.711,0.248,0
12840,Chennai,Howrah,2A,TQ,25,24,2,0,0.632,0.262,0
12952,Delhi,Mumbai,SL,GN,14,4,3,0,0.763,0.071,0
12840,Chennai,Howrah,SL,GN,31,17,4,0,0.668,0.208,1
12951,Mumbai,Delhi,CC,GN,41,15,3,0,0.69,0.22,1
12839,Howrah,Chennai,CC,GN,46,21,2,0,0.893,0.249,0
12008,Bengaluru,Chennai,SL,TQ,58,21,4,0,0.712,0.064,0
12952,Delhi,Mumbai,3A,GN,21,1,0,0,0.979,0.204,1
12840,Chennai,Howrah,3A,TQ,33,26,0,0,0.98,0.184,0
12008,Bengaluru,Chennai,CC,GN,7,4,4,0,0.84,0.233,1
12840,Chennai,Howrah,2A,GN,1,18,1,0,0.659,0.124,1
12951,Mumbai,Delhi,CC,GN,39,20,6,1,0.898,0.174,0
12840,Chennai,Howrah,SL,TQ,6,26,0,0,0.952,0.218,1
12007,Chennai,Bengaluru,3A,GN,20,8,6,1,0.758,0.094,0
12008,Bengaluru,Chennai,CC,GN,42,3,0,0,0.685,0.179,0
12839,Howrah,Chennai,CC,GN,35,26,0,0,0.61,0.187,0
12951,Mumbai,Delhi,3A,GN,39,5,2,0,0.616,0.185,0
12007,Chennai,Bengaluru,SL,GN,15,17,4,0,0.892,0.199,1
12839,Howrah,Chennai,3A,GN,16,15,0,0,0.906,0.143,1
12007,Chennai,Bengaluru,3A,TQ,35,22,6,1,0.757,0.168,0
12840,Chennai,Howrah,SL,GN,36,24,6,1,0.917,0.314,1
12840,Chennai,Howrah,3A,GN,16,23,2,0,0.604,0.211,0
12952,Delhi,Mumbai,CC,GN,40,24,6,1,0.686,0.245,0
12621,Chennai,New Delhi,SL,GN,46,13,6,1,0.61,0.136,0
12952,Delhi,Mumbai,2A,GN,31,21,3,0,0.901,0.217,0
12621,Chennai,New Delhi,2A,GN,49,13,0,0,0.591,0.078,0
12621,Chennai,New Delhi,3A,GN,2,2,1,0,0.843,0.126,0
12952,Delhi,Mumbai,2A,GN,26,25,4,0,0.795,0.283,1
12839,Howrah,Chennai,SL,GN,20,23,2,0,0.785,0.213,1
12008,Bengaluru,Chennai,3A,GN,4,18,6,1,0.811,0.125,1
12951,Mumbai,Delhi,CC,GN,13,1,0,0,0.802,0.147,1
12621,Chennai,New Delhi,CC,GN,18,21,6,1,0.744,0.215,1
12621,Chennai,New Delhi,3A,GN,53,21,4,0,0.841,0.155,1
12952,Delhi,Mumbai,SL,GN,52,1,0,0,0.857,0.288,1
12840,Chennai,Howrah,3A,GN,47,6,1,0,0.974,0.186,0
12840,Chennai,Howrah,2A,GN,60,27,6,1,0.821,0.181,1
12951,Mumbai,Delhi,CC,GN,47,10,5,1,0.793,0.106,0
12622,New Delhi,Chennai,CC,GN,57,5,3,0,0.883,0.195,0
12007,Chennai,Bengaluru,SL,GN,14,19,6,1,0.654,0.333,0
12952,Delhi,Mumbai,SL,GN,40,23,5,1,0.73,0.204,0
12622,New Delhi,Chennai,3A,TQ,39,14,6,1,0.955,0.042,0
12840,Chennai,Howrah,CC,GN,52,6,2,0,0.663,0.279,0
12951,Mumbai,Delhi,CC,TQ,39,22,6,1,0.839,0.137,0
12008,Bengaluru,Chennai,3A,GN,40,8,1,0,0.818,0.245,1
12840,Chennai,Howrah,2A,TQ,35,6,5,1,0.832,0.03,0
12008,Bengaluru,Chennai,CC,GN,56,25,4,0,0.794,0.218,0
12840,Chennai,Howrah,CC,GN,24,23,4,0,0.922,0.279,1
12952,Delhi,Mumbai,2A,TQ,1,1,6,1,0.68,0.132,0
12622,New Delhi,Chennai,SL,GN,46,27,0,0,0.751,0.149,0
12839,Howrah,Chennai,2A,GN,55,9,0,0,0.902,0.163,0
12839,Howrah,Chennai,3A,GN,43,10,4,0,0.7,0.302,0
12007,Chennai,Bengaluru,CC,GN,12,29,4,0,0.851,0.222,1
12621,Chennai,New Delhi,2A,GN,12,23,1,0,0.869,0.258,1
12839,Howrah,Chennai,CC,GN,18,3,0,0,0.947,0.125,0
12840,Chennai,Howrah,SL,GN,42,13,6,1,0.696,0.138,0
12621,Chennai,New Delhi,SL,GN,40,21,5,1,0.914,0.188,1
12007,Chennai,Bengaluru,3A,TQ,32,2,3,0,0.682,0.137,0
12952,Delhi,Mumbai,SL,GN,49,18,1,0,0.767,0.158,0
12951,Mumbai,Delhi,3A,GN,20,29,4,0,0.711,0.15,1
12622,New Delhi,Chennai,2A,GN,5,9,6,1,0.788,0.243,1
12839,Howrah,Chennai,CC,TQ,39,18,5,1,0.787,0.126,0
12840,Chennai,Howrah,SL,GN,42,2,3,0,0.875,0.207,0
12839,Howrah,Chennai,3A,GN,9,1,2,0,0.714,0.122,1
12840,Chennai,Howrah,2A,GN,44,11,5,1,0.84,0.063,0
12008,Bengaluru,Chennai,CC,GN,15,5,2,0,0.773,0.17,0
12840,Chennai,Howrah,SL,GN,43,11,5,1,0.847,0.146,1
12952,Delhi,Mumbai,3A,GN,47,8,1,0,0.874,0.184,0
12622,New Delhi,Chennai,3A,GN,22,26,5,1,0.806,0.206,0
12951,Mumbai,Delhi,2A,GN,18,24,5,1,0.804,0.185,1
12839,Howrah,Chennai,CC,GN,50,8,0,0,0.731,0.172,0
12008,Bengaluru,Chennai,3A,GN,35,29,3,0,0.883,0.319,1
12007,Chennai,Bengaluru,3A,GN,18,21,2,0,0.817,0.089,1
12840,Chennai,Howrah,SL,GN,18,1,5,1,0.716,0.248,0
12952,Delhi,Mumbai,CC,GN,47,4,6,1,0.882,0.222,0
12840,Chennai,Howrah,2A,GN,46,27,3,0,0.717,0.036,1
12007,Chennai,Bengaluru,CC,GN,34,22,3,0,0.814,0.104,0
12621,Chennai,New Delhi,3A,GN,45,1,1,0,0.811,0.255,0
12007,Chennai,Bengaluru,SL,GN,49,8,0,0,0.832,0.242,1
12839,Howrah,Chennai,2A,GN,8,9,3,0,0.672,0.156,1
12007,Chennai,Bengaluru,CC,GN,16,22,4,0,0.98,0.06,1
12839,Howrah,Chennai,3A,GN,41,26,2,0,0.764,0.184,0
12008,Bengaluru,Chennai,3A,GN,58,5,0,0,0.776,0.257,1
12952,Delhi,Mumbai,3A,GN,22,17,4,0,0.73,0.049,0
12840,Chennai,Howrah,CC,GN,29,5,3,0,0.698,0.196,0
12951,Mumbai,Delhi,2A,GN,56,9,1,0,0.735,0.03,0
12952,Delhi,Mumbai,3A,GN,56,3,0,0,0.711,0.033,0
12008,Bengaluru,Chennai,SL,GN,25,19,3,0,0.732,0.166,1
12951,Mumbai,Delhi,CC,GN,7,4,5,1,0.922,0.122,1
12952,Delhi,Mumbai,2A,GN,51,8,6,1,0.892,0.227,0
12008,Bengaluru,Chennai,3A,GN,23,23,3,0,0.797,0.153,1
12952,Delhi,Mumbai,SL,GN,47,2,0,0,0.68,0.265,0
12839,Howrah,Chennai,CC,GN,15,3,3,0,0.928,0.212,0
12008,Bengaluru,Chennai,2A,TQ,10,26,4,0,0.778,0.201,1
12621,Chennai,New Delhi,CC,GN,24,27,5,1,0.879,0.264,1
12622,New Delhi,Chennai,CC,TQ,4,5,4,0,0.713,0.03,1
12951,Mumbai,Delhi,SL,TQ,21,2,5,1,0.55,0.088,0
12840,Chennai,Howrah,2A,TQ,53,29,6,1,0.871,0.216,1
12840,Chennai,Howrah,SL,GN,1,1,6,1,0.843,0.275,0
12952,Delhi,Mumbai,CC,GN,55,11,0,0,0.806,0.074,0
12951,Mumbai,Delhi,SL,GN,26,30,2,0,0.772,0.263,1
12839,Howrah,Chennai,3A,GN,41,9,4,0,0.659,0.197,0
12951,Mumbai,Delhi,3A,GN,15,6,1,0,0.928,0.08,1
12622,New Delhi,Chennai,CC,GN,26,19,2,0,0.815,0.141,0
12007,Chennai,Bengaluru,2A,GN,48,29,0,0,0.6,0.03,1
12622,New Delhi,Chennai,2A,GN,5,19,2,0,0.615,0.213,1
12951,Mumbai,Delhi,CC,GN,18,29,4,0,0.743,0.176,1
12621,Chennai,New Delhi,3A,GN,37,28,0,0,0.895,0.184,1
12839,Howrah,Chennai,2A,GN,40,18,5,1,0.776,0.226,1
12952,Delhi,Mumbai,2A,GN,26,28,0,0,0.665,0.03,0
12621,Chennai,New Delhi,CC,GN,33,15,5,1,0.662,0.062,1
12840,Chennai,Howrah,2A,GN,54,7,5,1,0.608,0.255,0
12007,Chennai,Bengaluru,SL,TQ,41,19,5,1,0.939,0.098,0
12839,Howrah,Chennai,2A,GN,22,18,1,0,0.788,0.17,1
12007,Chennai,Bengaluru,3A,GN,20,30,1,0,0.764,0.196,1
12952,Delhi,Mumbai,SL,GN,47,12,2,0,0.833,0.105,1
12952,Delhi,Mumbai,2A,GN,39,11,5,1,0.862,0.203,0
12008,Bengaluru,Chennai,2A,TQ,36,13,1,0,0.668,0.128,0
12008,Bengaluru,Chennai,SL,GN,45,21,6,1,0.814,0.202,0
12008,Bengaluru,Chennai,3A,GN,13,29,4,0,0.89,0.277,1
12007,Chennai,Bengaluru,CC,GN,54,10,2,0,0.776,0.277,0
12008,Bengaluru,Chennai,SL,GN,1,3,2,0,0.912,0.142,1
12952,Delhi,Mumbai,2A,GN,8,19,6,1,0.715,0.151,1
12951,Mumbai,Delhi,SL,GN,48,9,6,1,0.849,0.218,0
12840,Chennai,Howrah,SL,GN,8,19,1,0,0.713,0.125,1
12839,Howrah,Chennai,CC,GN,16,23,3,0,0.734,0.329,1
12621,Chennai,New Delhi,SL,GN,20,14,5,1,0.751,0.158,0
12952,Delhi,Mumbai,CC,TQ,29,8,5,1,0.809,0.266,0
12840,Chennai,Howrah,2A,GN,36,22,6,1,0.915,0.228,1
12840,Chennai,Howrah,3A,GN,13,20,3,0,0.814,0.157,0
12622,New Delhi,Chennai,CC,GN,14,17,4,0,0.95,0.098,0
12840,Chennai,Howrah,3A,GN,57,23,4,0,0.6,0.153,0
12008,Bengaluru,Chennai,2A,GN,32,11,4,0,0.799,0.173,0
12951,Mumbai,Delhi,CC,GN,57,5,3,0,0.9,0.126,0
12007,Chennai,Bengaluru,2A,GN,7,15,4,0,0.864,0.131,1
12621,Chennai,New Delhi,3A,GN,44,19,5,1,0.791,0.302,0
12622,New Delhi,Chennai,CC,TQ,51,19,0,0,0.928,0.2,0
12621,Chennai,New Delhi,3A,GN,3,8,2,0,0.582,0.145,1
12951,Mumbai,Delhi,3A,GN,51,29,0,0,0.681,0.121,1
12007,Chennai,Bengaluru,CC,GN,41,25,6,1,0.806,0.266,1
12951,Mumbai,Delhi,SL,GN,60,19,1,0,0.67,0.184,0
12008,Bengaluru,Chennai,3A,GN,40,14,6,1,0.736,0.102,0
12007,Chennai,Bengaluru,CC,GN,52,14,1,0,0.757,0.192,1
12007,Chennai,Bengaluru,SL,GN,32,28,3,0,0.98,0.234,0
12621,Chennai,New Delhi,2A,GN,38,22,2,0,0.642,0.142,0
12839,Howrah,Chennai,SL,GN,54,15,4,0,0.74,0.139,0
12008,Bengaluru,Chennai,SL,GN,53,22,4,0,0.813,0.082,0
12621,Chennai,New Delhi,2A,GN,58,25,0,0,0.795,0.157,0
12008,Bengaluru,Chennai,2A,GN,38,21,4,0,0.823,0.065,0
12622,New Delhi,Chennai,2A,GN,15,20,0,0,0.742,0.087,0
12839,Howrah,Chennai,CC,GN,22,18,3,0,0.685,0.12,1
12008,Bengaluru,Chennai,SL,GN,44,20,2,0,0.847,0.108,0
12621,Chennai,New Delhi,SL,TQ,51,16,0,0,0.511,0.37,0
12839,Howrah,Chennai,CC,GN,43,6,6,1,0.606,0.218,1
12007,Chennai,Bengaluru,SL,GN,27,8,3,0,0.821,0.287,1
12621,Chennai,New Delhi,3A,GN,57,1,0,0,0.98,0.106,0
12951,Mumbai,Delhi,3A,GN,28,9,1,0,0.802,0.169,1
12008,Bengaluru,Chennai,2A,GN,49,10,1,0,0.696,0.161,1
12840,Chennai,Howrah,CC,TQ,25,16,3,0,0.968,0.127,0
12621,Chennai,New Delhi,CC,GN,43,6,5,1,0.889,0.181,0
12622,New Delhi,Chennai,3A,GN,20,15,2,0,0.769,0.228,0
12622,New Delhi,Chennai,3A,GN,28,22,2,0,0.719,0.192,0
12952,Delhi,Mumbai,3A,GN,44,9,2,0,0.837,0.076,0
12622,New Delhi,Chennai,3A,GN,21,12,3,0,0.678,0.169,1
12839,Howrah,Chennai,CC,TQ,16,5,1,0,0.945,0.116,0
12008,Bengaluru,Chennai,SL,TQ,49,1,0,0,0.748,0.191,0
12622,New Delhi,Chennai,2A,GN,40,30,0,0,0.703,0.165,0
12622,New Delhi,Chennai,CC,GN,14,27,5,1,0.839,0.169,1
12839,Howrah,Chennai,CC,GN,52,20,1,0,0.873,0.138,1
12952,Delhi,Mumbai,3A,TQ,9,15,4,0,0.752,0.259,0
12008,Bengaluru,Chennai,2A,GN,37,30,6,1,0.705,0.218,1
12840,Chennai,Howrah,3A,GN,1,23,1,0,0.763,0.061,1
12007,Chennai,Bengaluru,CC,GN,33,4,6,1,0.695,0.21,0
12622,New Delhi,Chennai,2A,GN,25,18,5,1,0.781,0.207,1
12839,Howrah,Chennai,CC,GN,36,21,0,0,0.789,0.097,1
12952,Delhi,Mumbai,3A,GN,15,15,5,1,0.863,0.188,1
12622,New Delhi,Chennai,3A,TQ,31,15,1,0,0.752,0.244,0
12951,Mumbai,Delhi,2A,TQ,15,14,4,0,0.654,0.152,0
12951,Mumbai,Delhi,CC,GN,15,17,4,0,0.58,0.088,0
12007,Chennai,Bengaluru,SL,GN,29,26,2,0,0.776,0.119,0
12839,Howrah,Chennai,2A,TQ,7,10,2,0,0.81,0.186,0
12951,Mumbai,Delhi,2A,GN,23,12,6,1,0.743,0.253,0
12621,Chennai,New Delhi,CC,GN,8,7,4,0,0.898,0.124,1
12008,Bengaluru,Chennai,3A,TQ,57,23,0,0,0.722,0.056,0
12008,Bengaluru,Chennai,CC,GN,57,16,5,1,0.685,0.255,0
12007,Chennai,Bengaluru,2A,GN,31,2,3,0,0.922,0.322,1
12007,Chennai,Bengaluru,CC,GN,35,19,6,1,0.857,0.161,0
12952,Delhi,Mumbai,CC,GN,5,29,5,1,0.738,0.253,1
12622,New Delhi,Chennai,2A,GN,3,3,4,0,0.979,0.253,1
12839,Howrah,Chennai,3A,GN,19,20,5,1,0.759,0.194,1
12622,New Delhi,Chennai,3A,GN,34,27,3,0,0.831,0.235,1
12951,Mumbai,Delhi,3A,GN,24,19,0,0,0.942,0.134,1
12951,Mumbai,Delhi,3A,TQ,49,17,4,0,0.754,0.281,0
12008,Bengaluru,Chennai,3A,GN,2,8,4,0,0.662,0.268,0
12840,Chennai,Howrah,2A,GN,47,18,5,1,0.98,0.089,0
12008,Bengaluru,Chennai,2A,GN,43,29,1,0,0.73,0.113,1
12951,Mumbai,Delhi,3A,GN,13,30,4,0,0.855,0.147,1
12622,New Delhi,Chennai,3A,GN,8,16,4,0,0.619,0.129,1
12951,Mumbai,Delhi,3A,GN,8,17,6,1,0.788,0.12,1
12840,Chennai,Howrah,3A,GN,48,15,5,1,0.846,0.331,0
12840,Chennai,Howrah,SL,GN,4,1,5,1,0.856,0.17,0
12951,Mumbai,Delhi,CC,GN,42,9,2,0,0.624,0.328,0
12951,Mumbai,Delhi,CC,TQ,15,13,6,1,0.715,0.157,1
12007,Chennai,Bengaluru,CC,GN,41,10,5,1,0.884,0.149,0
12621,Chennai,New Delhi,SL,GN,32,17,3,0,0.663,0.246,1
12622,New Delhi,Chennai,SL,GN,57,30,3,0,0.851,0.134,0
12951,Mumbai,Delhi,3A,GN,13,24,4,0,0.624,0.266,1
12952,Delhi,Mumbai,3A,TQ,58,15,0,0,0.909,0.226,0
12622,New Delhi,Chennai,SL,GN,52,28,1,0,0.707,0.102,0
12008,Bengaluru,Chennai,CC,TQ,45,12,2,0,0.932,0.2,0
12622,New Delhi,Chennai,CC,GN,1,26,3,0,0.937,0.269,1
12952,Delhi,Mumbai,CC,GN,46,4,4,0,0.683,0.226,0
12952,Delhi,Mumbai,2A,GN,13,12,4,0,0.958,0.215,0
12007,Chennai,Bengaluru,CC,GN,15,14,0,0,0.641,0.2,1
12007,Chennai,Bengaluru,2A,GN,22,30,5,1,0.617,0.039,0
12008,Bengaluru,Chennai,3A,GN,56,7,4,0,0.762,0.272,0
12951,Mumbai,Delhi,2A,GN,11,8,3,0,0.612,0.231,0
12839,Howrah,Chennai,3A,GN,24,17,1,0,0.901,0.187,0
12622,New Delhi,Chennai,SL,GN,24,1,4,0,0.76,0.197,0
12008,Bengaluru,Chennai,CC,GN,19,18,5,1,0.793,0.167,1
12621,Chennai,New Delhi,SL,TQ,37,18,6,1,0.814,0.233,0
12008,Bengaluru,Chennai,3A,GN,15,3,1,0,0.784,0.065,1
12008,Bengaluru,Chennai,2A,GN,39,12,5,1,0.98,0.227,1
12008,Bengaluru,Chennai,SL,GN,34,8,2,0,0.902,0.252,1
12007,Chennai,Bengaluru,2A,GN,17,18,2,0,0.758,0.214,1
12951,Mumbai,Delhi,CC,GN,1,25,5,1,0.814,0.222,1
12952,Delhi,Mumbai,2A,TQ,27,23,4,0,0.749,0.221,0
12622,New Delhi,Chennai,SL,GN,22,21,1,0,0.916,0.175,0
12622,New Delhi,Chennai,3A,GN,55,27,2,0,0.697,0.356,0
12621,Chennai,New Delhi,3A,TQ,48,20,4,0,0.749,0.153,1
12839,Howrah,Chennai,SL,GN,54,6,2,0,0.632,0.066,0
12952,Delhi,Mumbai,CC,GN,38,17,2,0,0.931,0.11,1
12621,Chennai,New Delhi,3A,GN,28,29,3,0,0.574,0.084,1
